idx	label	sentence1	sentence2	lexical-semantics	predicate-argument-structure	logic	knowledge
524	entailment	A Tennessee House subcommittee has approved legislation to offer in-state tuition to public college students whose parents brought or kept them in the country illegally.	A Tennessee House subcommittee has approved legislation to offer in-state tuition to public college students whose parents kept them in the country illegally.			Disjunction	
525	not_entailment	A Tennessee House subcommittee has approved legislation to offer in-state tuition to public college students whose parents kept them in the country illegally.	A Tennessee House subcommittee has approved legislation to offer in-state tuition to public college students whose parents brought or kept them in the country illegally.			Disjunction	
526	entailment	Missouri lawmakers are considering a government boycott of companies that boycott Israel.	Missouri lawmakers are considering a boycott of companies that boycott Israel.		Intersectivity	Upward monotone	
527	not_entailment	Missouri lawmakers are considering a boycott of companies that boycott Israel.	Missouri lawmakers are considering a government boycott of companies that boycott Israel.		Intersectivity	Upward monotone	
528	entailment	"He said the United States intended to use the fake attack as a pretext to bomb the government quarter in nearby Damascus where he said Russian military advisers, Russian military police and Russian ceasefire monitors were based."	"He said the United States intended to bomb the government quarter in nearby Damascus where he said Russian military advisers, Russian military police and Russian ceasefire monitors were based."		Core args		Common sense
529	not_entailment	"He said the United States intended to bomb the government quarter in nearby Damascus where he said Russian military advisers, Russian military police and Russian ceasefire monitors were based."	"He said the United States intended to use the fake attack as a pretext to bomb the government quarter in nearby Damascus where he said Russian military advisers, Russian military police and Russian ceasefire monitors were based."		Core args		Common sense
530	entailment	The matter is so sensitive that they agreed to talk only on condition of anonymity.	It is so sensitive that they agreed to talk about the matter only on condition of anonymity.		Ellipsis/Implicits		
531	entailment	It is so sensitive that they agreed to talk about the matter only on condition of anonymity.	The matter is so sensitive that they agreed to talk only on condition of anonymity.		Ellipsis/Implicits		
532	not_entailment	The matter is so sensitive that they agreed to talk only on condition of anonymity.	The matter is so sensitive that they agreed to talk about something else on condition of anonymity.		Ellipsis/Implicits		
533	not_entailment	The matter is so sensitive that they agreed to talk about something else on condition of anonymity.	The matter is so sensitive that they agreed to talk only on condition of anonymity.		Ellipsis/Implicits		
534	entailment	"Russia’s ruling system, while projecting an image of unity, is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"	"Russia’s ruling projects an image of unity, but is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"		Core args		
535	entailment	"Russia’s ruling projects an image of unity, but is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"	"Russia’s ruling system, while projecting an image of unity, is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"		Core args		
536	entailment	"Russia’s ruling system, while projecting an image of unity, is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"	"Russia’s ruling projects an image of unity, but is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"		Core args		
537	entailment	"Russia’s ruling projects an image of unity, but is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"	"Russia’s ruling system, while projecting an image of unity, is divided along many lines — between security hawks and economic liberals, between people with personal vendettas, and between competing business intere"		Core args		
538	entailment	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leade	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leader than Puti		Ellipsis/Implicits		
539	entailment	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leader than Puti	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leade		Ellipsis/Implicits		
540	not_entailment	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leade	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leader than themselve		Ellipsis/Implicits		
541	not_entailment	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leader than themselve	Putin is so entrenched within Russia’s ruling system that many of its members can imagine no other leade		Ellipsis/Implicits		
542	not_entailment	Microsoft has said a class action isn’t warranted because there is no common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminat	Microsoft has said a class action is warranted because there is a common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminatio			Double negation	
543	not_entailment	Microsoft has said a class action is warranted because there is a common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminatio	Microsoft has said a class action isn’t warranted because there is no common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminat			Double negation	
544	not_entailment	Microsoft has said a class action isn’t warranted because there is no common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminat	Microsoft has said a class action is warranted because there isn't a common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminatio			Negation	
545	not_entailment	Microsoft has said a class action is warranted because there isn't a common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminatio	Microsoft has said a class action isn’t warranted because there is no common cause for the employees’ complaints and plaintiffs have not identified systemic gender discriminat			Negation	
546	not_entailment	Three women alleged they were sexually assaulted or raped by male colleagues during that time.	Three women alleged they were sexually assaulted by male colleagues during that time.			Disjunction	
547	entailment	Three women alleged they were sexually assaulted by male colleagues during that time.	Three women alleged they were sexually assaulted or raped by male colleagues during that time.			Disjunction	
548	not_entailment	Three women alleged they were sexually assaulted or raped by male colleagues during that time.	Three women alleged they were raped by male colleagues during that time.			Disjunction	
549	entailment	Three women alleged they were raped by male colleagues during that time.	Three women alleged they were sexually assaulted or raped by male colleagues during that time.			Disjunction	
550	not_entailment	"Microsoft has said that corrective action might be taken even if no policy violation was found, and that the person who filed the complaint might not be informed."	"Microsoft has said that corrective action might not be taken even if a policy violation was found, and that the person who filed the complaint might not be informed."			Negation;Conditionals	
551	not_entailment	"Microsoft has said that corrective action might not be taken even if a policy violation was found, and that the person who filed the complaint might not be informed."	"Microsoft has said that corrective action might be taken even if no policy violation was found, and that the person who filed the complaint might not be informed."			Negation;Conditionals	
552	entailment	"The longer he stays in power, the harder it will be to exit."	"If he stays in power longer,  it will be harder for him to exit."		Ellipsis/Implicits	Conditionals	
553	entailment	"If he stays in power longer,  it will be harder for him to exit."	"The longer he stays in power, the harder it will be to exit."		Ellipsis/Implicits	Conditionals	
554	entailment	"The longer he stays in power, the harder it will be to exit."	"If he stays in power longer,  it will be harder to exit."			Conditionals	
555	entailment	"If he stays in power longer,  it will be harder to exit."	"The longer he stays in power, the harder it will be to exit."			Conditionals	
556	entailment	"The longer he stays in power, the harder it will be to exit."	"The shorter he stays in power, the easier it will be to exit."	Lexical entailment		Conditionals	
557	entailment	"The shorter he stays in power, the easier it will be to exit."	"The longer he stays in power, the harder it will be to exit."	Lexical entailment		Conditionals	
558	entailment	Our deepest sympathies are with all those affected by this accident.	Our deepest sympathies are with a victim who was affected by this accident.			Universal	
559	not_entailment	Our deepest sympathies are with a victim who was affected by this accident.	Our deepest sympathies are with all those affected by this accident.			Universal	
560	entailment	There will be a comprehensive investigation involving authorities.	The federal Occupational Safety and Health Administration will carry out a comprehensive investigation.			Existential	
561	not_entailment	The federal Occupational Safety and Health Administration will carry out a comprehensive investigation.	There will be a comprehensive investigation involving authorities.			Existential	
562	entailment	The crown prince's mother wouldn't be the first Saudi royal whose movements were restricted since June 2017.	The crown prince's mother wouldn't be the first royal whose movements were restricted since June 2017.			Non-monotone	
563	not_entailment	The crown prince's mother wouldn't be the first royal whose movements were restricted since June 2017.	The crown prince's mother wouldn't be the first Saudi royal whose movements were restricted since June 2017.			Non-monotone	
564	entailment	The Saudi Embassy in Washington denied to NBC the claims that the princess is separated from her husband or under house arrest.	Representatives of the Saudi government denied to NBC the claims that the princess is separated from her husband or under house arrest.				World knowledge
565	not_entailment	Representatives of the Saudi government denied to NBC the claims that the princess is separated from her husband or under house arrest.	The Saudi Embassy in Washington denied to NBC the claims that the princess is separated from her husband or under house arrest.				World knowledge
566	not_entailment	The Saudi Embassy in Washington denied to NBC the claims that the princess is separated from her husband or under house arrest.	American ambassadors to Riyadh denied to NBC the claims that the princess is separated from her husband or under house arrest.				World knowledge
567	not_entailment	American ambassadors to Riyadh denied to NBC the claims that the princess is separated from her husband or under house arrest.	The Saudi Embassy in Washington denied to NBC the claims that the princess is separated from her husband or under house arrest.				World knowledge
568	entailment	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable."	"From a quick Google search, it was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable than Bitcoin."		Ellipsis/Implicits;Anaphora/Coreference		
569	entailment	"From a quick Google search, it was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable than Bitcoin."	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable."		Ellipsis/Implicits;Anaphora/Coreference		
570	not_entailment	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable."	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable than Bitcoin Cash."		Ellipsis/Implicits;Anaphora/Coreference		
571	not_entailment	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable than Bitcoin Cash."	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable."		Ellipsis/Implicits;Anaphora/Coreference		
572	not_entailment	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable."	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and Bitcoin's supposed to be faster and more sustainable."		Anaphora/Coreference		
573	not_entailment	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and Bitcoin's supposed to be faster and more sustainable."	"From a quick Google search, Bitcoin Cash was created as a hard fork of Bitcoin and it's supposed to be faster and more sustainable."		Anaphora/Coreference		
574	entailment	"Such a cute furry ball of personality, her last days were painful for her and us but at least I had the time to make my peace and say goodbye while she was still there."	"Such a cute furry ball of personality, her last nights were painful for her and us but at least I had the time to make my peace and say goodbye while she was still there."	Lexical entailment			Common sense
575	entailment	"Such a cute furry ball of personality, her last nights were painful for her and us but at least I had the time to make my peace and say goodbye while she was still there."	"Such a cute furry ball of personality, her last days were painful for her and us but at least I had the time to make my peace and say goodbye while she was still there."	Lexical entailment			Common sense
576	not_entailment	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam after a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam until a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	Lexical entailment		Temporal	
577	not_entailment	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam until a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam after a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	Lexical entailment		Temporal	
578	entailment	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam after a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam due in part to a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	Lexical entailment			Common sense
579	entailment	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam due in part to a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	He abandoned the radical teachings of the Nation of Islam in favor of mainstream Islam after a pilgrimage to Mecca where he witnessed Muslims of all races coming together in solidarity.	Lexical entailment			Common sense
580	entailment	Every lunch hour I make it my goal to sift through one research paper.	"Every day around noon, I make it my goal to sift through one research paper."				World knowledge
581	entailment	"Every day around noon, I make it my goal to sift through one research paper."	Every lunch hour I make it my goal to sift through one research paper.				World knowledge
582	entailment	Every lunch hour I make it my goal to sift through one research paper.	"Today at lunch, I had the goal of sifting through one research paper."			Universal	
583	not_entailment	"Today at lunch, I had the goal of sifting through one research paper."	Every lunch hour I make it my goal to sift through one research paper.			Universal	
584	not_entailment	Every lunch hour I make it my goal to sift through one research paper.	"Every night, I make it my goal to sift through one research paper."	Lexical entailment			
585	not_entailment	"Every night, I make it my goal to sift through one research paper."	Every lunch hour I make it my goal to sift through one research paper.	Lexical entailment			
586	not_entailment	David Tennant's episodes were definitely the scariest (and best) in years.	David Tennant's episodes were definitely the scariest (and best) ever.			Temporal	
587	entailment	David Tennant's episodes were definitely the scariest (and best) ever.	David Tennant's episodes were definitely the scariest (and best) in years.			Temporal	
588	entailment	David Tennant is the best Doctor in the series.	David Tennant is the best Doctor in the Doctor Who series.	Redundancy	Ellipsis/Implicits		World knowledge
589	entailment	David Tennant is the best Doctor in the Doctor Who series.	David Tennant is the best Doctor in the series.	Redundancy	Ellipsis/Implicits		World knowledge
590	not_entailment	David Tennant is the best Doctor in the series.	"David Tennant is the best Doctor in the House, M.D. series."				World knowledge
591	not_entailment	"David Tennant is the best Doctor in the House, M.D. series."	David Tennant is the best Doctor in the series.				World knowledge
592	entailment	"Fun fact, that guy in the Ireland jacket is on SNL now."	"Fun fact, that guy in the Ireland jacket is on Saturday Night Live now."	Named entities			World knowledge
593	entailment	"Fun fact, that guy in the Ireland jacket is on Saturday Night Live now."	"Fun fact, that guy in the Ireland jacket is on SNL now."	Named entities			World knowledge
594	not_entailment	Last time I visited was nearly 6 months ago and I am still finding husky fur on my socks.	Last time I visited my friend was nearly 6 months ago and I am still finding husky fur on my socks.		Core args	Non-monotone	
595	not_entailment	Last time I visited my friend was nearly 6 months ago and I am still finding husky fur on my socks.	Last time I visited was nearly 6 months ago and I am still finding husky fur on my socks.		Core args	Non-monotone	
596	not_entailment	Last time I visited was nearly 6 months ago and I am still finding husky fur on my socks.	Last time I visited was more than 6 months ago and I am still finding husky fur on my socks.			Temporal	
597	not_entailment	Last time I visited was more than 6 months ago and I am still finding husky fur on my socks.	Last time I visited was nearly 6 months ago and I am still finding husky fur on my socks.			Temporal	
598	entailment	That perspective makes it look gigantic.	That perspective makes it seem gigantic.	Lexical entailment			
599	entailment	That perspective makes it seem gigantic.	That perspective makes it look gigantic.	Lexical entailment			
600	not_entailment	That perspective makes it look gigantic.	That perspective makes it look miniscule.	Lexical entailment			
601	not_entailment	That perspective makes it look miniscule.	That perspective makes it look gigantic.	Lexical entailment			
602	not_entailment	That perspective makes it look gigantic.	That perspective makes it sound gigantic.	Lexical entailment			
603	not_entailment	That perspective makes it sound gigantic.	That perspective makes it look gigantic.	Lexical entailment			
604	not_entailment	Unshielded radiation from a nuclear core could kill you in a matter of hours.	Unshielded radiation from a nuclear core will kill you in a matter of hours.	Lexical entailment;Factivity			
605	entailment	Unshielded radiation from a nuclear core will kill you in a matter of hours.	Unshielded radiation from a nuclear core could kill you in a matter of hours.	Lexical entailment;Factivity			
606	entailment	I think the unrealistic part is him surviving the blunt force of the blast.	He survived the blunt force of the blast.	Factivity			
607	not_entailment	He survived the blunt force of the blast.	I think the unrealistic part is him surviving the blunt force of the blast.	Factivity			
608	not_entailment	The theory that they are products of the radiation from the bomb is genius.	They are products of the radiation from the bomb.	Factivity			
609	not_entailment	They are products of the radiation from the bomb.	The theory that they are products of the radiation from the bomb is genius.	Factivity			
610	entailment	The theory that they are products of the radiation from the bomb is correct.	They are products of the radiation from the bomb.	Factivity			
611	entailment	They are products of the radiation from the bomb.	The theory that they are products of the radiation from the bomb is correct.	Factivity			
612	not_entailment	"Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called ""humans""."	"The last ~2.5 million years could be called ""humans""."		Relative clauses		
613	not_entailment	"The last ~2.5 million years could be called ""humans""."	"Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called ""humans""."		Relative clauses		
614	entailment	"Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called ""humans""."	"Plenty of other species could be called ""humans""."		Relative clauses		
615	not_entailment	"Plenty of other species could be called ""humans""."	"Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called ""humans""."		Relative clauses		
616	not_entailment	"Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called ""humans""."	"Every human alive today is a member of other species of humans over the last ~2.5 million years that could be called ""humans""."				Common sense
617	not_entailment	"Every human alive today is a member of other species of humans over the last ~2.5 million years that could be called ""humans""."	"Every human alive today is a member of the homo sapiens species, but there have been plenty of other species of humans over the last ~2.5 million years that could be called ""humans""."				Common sense
618	not_entailment	"I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time perio"	"I couldn’t bring myself to throw it away, not out of the fondness of all the memories surrounding that time perio"		Coordination scope		
619	not_entailment	"I couldn’t bring myself to throw it away, not out of the fondness of all the memories surrounding that time perio"	"I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time perio"		Coordination scope		
620	not_entailment	"I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time perio"	"I couldn’t bring myself to throw it away, out of affection to he"		Coordination scope	Negation	
621	not_entailment	"I couldn’t bring myself to throw it away, out of affection to he"	"I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time perio"		Coordination scope	Negation	
622	entailment	"I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time perio"	"I couldn’t bring myself to throw it away, out of the fondness of all the memories surrounding the time perio"		Coordination scope;Prepositional phrases	Negation	
623	entailment	"I couldn’t bring myself to throw it away, out of the fondness of all the memories surrounding the time perio"	"I couldn’t bring myself to throw it away, not out of affection to her, but rather the fondness of all the memories surrounding that time perio"		Coordination scope;Prepositional phrases	Negation	
624	entailment	You know that some life changing actions must be taken when grandma reacts with the sad emoji.	You know that some actions must be taken when grandma reacts with the sad emoji.		Intersectivity	Upward monotone	
625	not_entailment	You know that some actions must be taken when grandma reacts with the sad emoji.	You know that some life changing actions must be taken when grandma reacts with the sad emoji.		Intersectivity	Upward monotone	
626	not_entailment	You know that some life changing actions must be taken when grandma reacts with the sad emoji.	You know that some life-changing actions must be taken when grandma reacts with emoji.		Intersectivity	Downward monotone;Conditionals	
627	entailment	You know that some life-changing actions must be taken when grandma reacts with emoji.	You know that some life changing actions must be taken when grandma reacts with the sad emoji.		Intersectivity	Downward monotone;Conditionals	
628	entailment	I have never seen a hummingbird not flying.	I have always seen hummingbirds flying.	Quantifiers		Double negation	
629	entailment	I have always seen hummingbirds flying.	I have never seen a hummingbird not flying.	Quantifiers		Double negation	
630	not_entailment	I have never seen a hummingbird not flying.	I have never seen a hummingbird.			Downward monotone	
631	entailment	I have never seen a hummingbird.	I have never seen a hummingbird not flying.			Downward monotone	
632	not_entailment	I have never seen a hummingbird not flying.	I have never seen a bird not flying.	Lexical entailment		Downward monotone	
633	entailment	I have never seen a bird not flying.	I have never seen a hummingbird not flying.	Lexical entailment		Downward monotone	
634	entailment	I wish I could give both of you an upvote to share.	I wish I could give an upvote to both of you to share.		Datives		
635	entailment	I wish I could give an upvote to both of you to share.	I wish I could give both of you an upvote to share.		Datives		
636	entailment	I wish I could give both of you an upvote to share.	I wish both of you could get an upvote from me to share.		Datives		Common sense
637	entailment	I wish both of you could get an upvote from me to share.	I wish I could give both of you an upvote to share.		Datives		Common sense
638	not_entailment	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds are red (hence why the feeders are usually these colours).		Coordination scope		
639	not_entailment	Hummingbirds are red (hence why the feeders are usually these colours).	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).		Coordination scope		
640	entailment	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds are really attracted to bright red (hence why the feeders are usually these colours).		Coordination scope		
641	not_entailment	Hummingbirds are really attracted to bright red (hence why the feeders are usually these colours).	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).		Coordination scope		
642	entailment	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	The feeders are usually coloured so as to attract hummingbirds.				Common sense
643	not_entailment	The feeders are usually coloured so as to attract hummingbirds.	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).				Common sense
644	not_entailment	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds have monochromatic vision.				Common sense
645	not_entailment	Hummingbirds have monochromatic vision.	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).				Common sense
646	not_entailment	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).	Hummingbirds will feed from feeders of all colours.				Common sense
647	not_entailment	Hummingbirds will feed from feeders of all colours.	Hummingbirds are really attracted to bright orange and red (hence why the feeders are usually these colours).				Common sense
648	entailment	Temperature and snow consistency must be just right.	Temperature must be just right.			Conjunction	
649	not_entailment	Temperature must be just right.	Temperature and snow consistency must be just right.			Conjunction	
650	not_entailment	"After the clingers completely immobilize her, I carry her to the tub."	"After the clingers completely immobilize her, I carry her to the tub or sink."			Disjunction	
651	not_entailment	"After the clingers completely immobilize her, I carry her to the tub or sink."	"After the clingers completely immobilize her, I carry her to the tub."			Disjunction	
652	not_entailment	Life is either a daring adventure or nothing at all.	Life is nothing at all.			Disjunction	
653	entailment	Life is nothing at all.	Life is either a daring adventure or nothing at all.			Disjunction	
654	not_entailment	Life is either a daring adventure or nothing at all.	Life is a daring adventure.			Disjunction	
655	entailment	Life is a daring adventure.	Life is either a daring adventure or nothing at all.			Disjunction	
656	not_entailment	Life is either a daring adventure or nothing at all.	Life is a not a daring adventure.			Disjunction;Negation	
657	not_entailment	Life is a not a daring adventure.	Life is either a daring adventure or nothing at all.			Disjunction;Negation	
658	not_entailment	"Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."	"Just watched the first 30 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."			Intervals/Numbers;Non-monotone	Common sense
659	not_entailment	"Just watched the first 30 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."	"Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."			Intervals/Numbers;Non-monotone	Common sense
660	not_entailment	"Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."	"Just watched the first 10 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."			Intervals/Numbers;Non-monotone	Common sense
661	not_entailment	"Just watched the first 10 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."	"Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."			Intervals/Numbers;Non-monotone	Common sense
662	entailment	"Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."	"Just watched the first quarter hour, got bored, skipped to the magic bit, it's funnier as a GIF."			Intervals/Numbers;Non-monotone	Common sense
663	entailment	"Just watched the first quarter hour, got bored, skipped to the magic bit, it's funnier as a GIF."	"Just watched the first 15 minutes, got bored, skipped to the magic bit, it's funnier as a GIF."			Intervals/Numbers;Non-monotone	Common sense
664	entailment	Has bad reviews on Amazon but this clip was funny.	This clip was funny.			Conjunction	
665	not_entailment	This clip was funny.	Has bad reviews on Amazon but this clip was funny.			Conjunction	
666	not_entailment	"You’re walking through the woods, there’s no one around and your phone is dead, out of the corner of your eye you spot him, Shia LaBe"	"You’re walking through the woods, there are lurkers are around and your phone is dead, out of the corner of your eye you spot him, Shia LaBeou"	Quantifiers		Existential;Negation	
667	not_entailment	"You’re walking through the woods, there are lurkers are around and your phone is dead, out of the corner of your eye you spot him, Shia LaBeou"	"You’re walking through the woods, there’s no one around and your phone is dead, out of the corner of your eye you spot him, Shia LaBe"	Quantifiers		Existential;Negation	
668	not_entailment	Weird that you want to show something to a stack of papers.	Weird that you want to show this video to a stack of papers.			Existential;Upward monotone	
669	entailment	Weird that you want to show this video to a stack of papers.	Weird that you want to show something to a stack of papers.			Existential;Upward monotone	
670	not_entailment	I think this was part of the last season of Bojack Horseman.	I think this was part of the last episode of Bojack Horseman.				World knowledge
671	entailment	I think this was part of the last episode of Bojack Horseman.	I think this was part of the last season of Bojack Horseman.				World knowledge
672	entailment	"If you think about it, it's the perfect reverse psychology tactic."	It's the perfect reverse psychology tactic.			Conditionals	
673	entailment	It's the perfect reverse psychology tactic.	"If you think about it, it's the perfect reverse psychology tactic."			Conditionals	
674	entailment	This is honestly the most oniony article I've seen on the entire internet.	This article reads like satire.				World knowledge
675	not_entailment	This article reads like satire.	This is honestly the most oniony article I've seen on the entire internet.				World knowledge
676	entailment	"If everyone believed my jokes, they'd know exactly who I was."	My jokes fully reveal my character.				Common sense
677	entailment	My jokes fully reveal my character.	"If everyone believed my jokes, they'd know exactly who I was."				Common sense
678	not_entailment	"If everyone believed my jokes, they'd know exactly who I was."	My jokes reflect exactly zero of my character.				Common sense
679	not_entailment	My jokes reflect exactly zero of my character.	"If everyone believed my jokes, they'd know exactly who I was."				Common sense
680	not_entailment	"If everyone believed my jokes, they'd know exactly who I was."	"If everyone believed my jokes, they'd be quite concerned for me."				Common sense
681	not_entailment	"If everyone believed my jokes, they'd be quite concerned for me."	"If everyone believed my jokes, they'd know exactly who I was."				Common sense
682	entailment	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.	Working hours go up as you look further back in time from 1940.			Intervals/Numbers	
683	not_entailment	Working hours go up as you look further back in time from 1940.	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.			Intervals/Numbers	
684	not_entailment	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.	Working hours go down as you look further back in time from 1940.			Intervals/Numbers	
685	not_entailment	Working hours go down as you look further back in time from 1940.	In the 1890's a typical worker worked 60 hours per week; down to 48 by 1920 and 40 by 1940.			Intervals/Numbers	
686	entailment	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.	I waited until Prime availability and paid a higher sticker price for a book so I could get free 2-day shipping.				World knowledge
687	not_entailment	I waited until Prime availability and paid a higher sticker price for a book so I could get free 2-day shipping.	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.				World knowledge
688	not_entailment	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.	I waited until Prime availability and paid a higher Shipping & Handling fee to have a book in 2 days vs. 2 weeks.				World knowledge
689	not_entailment	I waited until Prime availability and paid a higher Shipping & Handling fee to have a book in 2 days vs. 2 weeks.	There was a book I was trying to import and I saw that it was finally available with Amazon Prime shipping and I ended up paying like double the other prices to have it in 2 days vs. 2 weeks.				World knowledge
690	entailment	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.	The Labor Theory of Value is at the heart of the economics of cost.				World knowledge
691	entailment	The Labor Theory of Value is at the heart of the economics of cost.	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.				World knowledge
692	not_entailment	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.	The Labor Theory of Value is a scarce determinant of the economics of cost.				World knowledge
693	not_entailment	The Labor Theory of Value is a scarce determinant of the economics of cost.	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.				World knowledge
694	not_entailment	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.	Supply and demand... scarcity... all these economic principles that determine the cost of things are related to the value of human labor.				World knowledge
695	not_entailment	Supply and demand... scarcity... all these economic principles that determine the cost of things are related to the value of human labor.	Supply and demand... scarcity... all these economic principles that determine the cost of things really boil down to the value of human labor.				World knowledge
696	entailment	"While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded."	Their loading capacity was about 58 tonnes.			Intervals/Numbers	Common sense
697	entailment	Their loading capacity was about 58 tonnes.	"While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded."			Intervals/Numbers	Common sense
